FBgn0261614 CG42703
FBgn0020578 anon-59Cg
FBgn0020579 anon-59Cf
FBgn0033994 CG7544
FBgn0020580 anon-59Ce
FBgn0051473 CG31473
FBgn0034439 CG10062
FBgn0020581 anon-59Cd
FBgn0020582 anon-59Cc
FBgn0020583 anon-59Cb
FBgn0031581 CG10039
FBgn0083984 CG34148
FBgn0020584 anon-59Ca
FBgn0020585 anon-57Cl
FBgn0262573 orb2
FBgn0020586 anon-57Ck
FBgn0020587 anon-57Cj
FBgn0262849 CR43213
FBgn0020588 anon-57Ci
FBgn0020589 anon-57Ch
FBgn0020590 anon-57Cg
FBgn0020591 anon-57Cf
FBgn0020592 anon-57Ce
FBgn0086491 T:Myr6
FBgn0020593 anon-57Cd
FBgn0020594 anon-57Cc
FBgn0020595 anon-57Cb
FBgn0020599 anon-3Bc
FBgn0020606 anon-34Da
FBgn0020607 anon-12Dc
FBgn0020608 anon-12Db
FBgn0020609 alf
FBgn0020612 Ufo
FBgn0020624 PZ22
FBgn0020625 P-1
FBgn0020628 Mst57Ca
FBgn0020649 Hsp64
FBgn0020652 HIF
FBgn0020659 Erk-B
FBgn0020662 E(spl)::HLHm5
FBgn0020757 Cyp6a9-rAF4-2
FBgn0020771 wv
FBgn0020772 vta
FBgn0020773 vid
FBgn0051248 CG31248
FBgn0020774 vi
FBgn0020775 vd
FBgn0020776 tondo
FBgn0020777 tak
FBgn0020781 smoq
FBgn0085207 CG34178
FBgn0020792 pla
FBgn0020782 skarped-wing
FBgn0020783 sept
FBgn0020784 sDBP-X
FBgn0020785 rr
FBgn0020786 ri-s
FBgn0020787 re-o
FBgn0020788 rABP70
FBgn0020789 rABP50
FBgn0020790 pyg
FBgn0020791 prn
FBgn0020793 otri
FBgn0020794 oo
FBgn0000499 dsh
FBgn0051337 CG31337
FBgn0020798 nls
FBgn0250785 vari
FBgn0020795 oculus-parvus
FBgn0044382 T:ea
FBgn0020796 oculi-rugosissimi
FBgn0020797 ochre
FBgn0020799 ni-s
FBgn0020800 negro
FBgn0020801 ms(3)D185
FBgn0250786 Chd1
FBgn0020802 ms(3)D120
FBgn0031397 CG15385
FBgn0250788 beta-Spec
FBgn0020803 ms(3)C131
FBgn0020804 ms(3)A81
FBgn0037090 Est-Q
FBgn0035931 CG13312
FBgn0031842 Tango1
FBgn0262891 CG43246
FBgn0020805 ms(3)1100A
FBgn0020806 ms(2)C32
FBgn0020807 mfs(3)D83
FBgn0020808 mfs(3)D4
FBgn0020809 mei-1916
FBgn0020810 mei-1725
FBgn0020811 mei-1223
FBgn0020812 mei(1)g13
FBgn0020813 l(4)Fox
FBgn0020814 l(3)L3999
FBgn0020815 l(3)L0839
FBgn0020817 l(3)98Dm
FBgn0034396 CG15097
FBgn0020818 l(3)98Dl
FBgn0020819 l(3)98Dk
FBgn0020820 l(3)98Dj
FBgn0020821 l(3)98Di
FBgn0020822 l(3)98Dh
FBgn0020823 l(3)98Dd
FBgn0261933 SmD1
FBgn0020824 l(3)98Dc
FBgn0020825 l(3)98Da
FBgn0040899 CG17776
FBgn0040900 CG17777
FBgn0020826 l(3)03647
FBgn0020827 l(2)WO
FBgn0020828 l(2)SA104
FBgn0020829 l(2)SA
FBgn0020830 l(2)PW8
FBgn0031042 CG14221
FBgn0038983 CG5326
FBgn0262892 CG43247
FBgn0020831 l(2)PW27
FBgn0020832 l(2)PW
FBgn0020833 l(2)NA
FBgn0050268 CG30268
FBgn0020834 l(2)Mass
FBgn0020835 l(2)M7
FBgn0020836 l(2)M10
FBgn0020837 l(2)F9
FBgn0020838 l(2)F42
FBgn0020839 l(2)CP241
FBgn0260874 Ir76a
FBgn0262030 CG42841
FBgn0038811 CG4159
FBgn0033691 CG8860
FBgn0031275 GABA-B-R3
FBgn0030294 CG11750
FBgn0020924 H-39
FBgn0004101 bs
FBgn0051048 CG31048
FBgn0020840 l(2)CA61
FBgn0020841 l(2)BV238
FBgn0020842 l(2)BV
FBgn0020843 l(2)21Be
FBgn0020844 l(2)21Ba1
FBgn0020845 l(2)122
FBgn0020846 l(2)108
FBgn0020847 l(1)3Db
FBgn0020849 if::mew
FBgn0020850 idr
FBgn0020852 ful
FBgn0020853 fs(3)A107
FBgn0020854 fs(2)al
FBgn0051232 koko
FBgn0020855 fs(2)C10
FBgn0044048 Ilp5
FBgn0259962 Sfp33A1
FBgn0020878 anon-A34
FBgn0020856 fs(2)261505
FBgn0020857 fs(2)261404
FBgn0020858 fj-s
FBgn0020859 cv-3
FBgn0020860 curl
FBgn0020861 cor
FBgn0020863 chi
FBgn0032139 CG13116
FBgn0020864 cd-s
FBgn0020865 cass
FBgn0036255 Atg12
FBgn0020866 bsd
FBgn0020867 auk
FBgn0020868 anon-R258
FBgn0020869 anon-R100
FBgn0020870 anon-Q212
FBgn0020871 anon-Q177
FBgn0020872 anon-P97
FBgn0033657 Sln
FBgn0020873 anon-P241
FBgn0020874 anon-M8
FBgn0020875 anon-M53
FBgn0032140 CG13117
FBgn0020876 anon-G36
FBgn0020877 anon-A8
FBgn0051798 CG31798
FBgn0020879 anon-43Ba
FBgn0020881 als
FBgn0051852 Tap42
FBgn0020882 alan
FBgn0020884 Tn
FBgn0020885 Tbf1
FBgn0020886 Sxl::U2af65
FBgn0015035 Cyp4e3
FBgn0020888 Su(osk)P59
FBgn0051855 CG31855
FBgn0052038 CG32038
FBgn0020889 Su(osk)P2
FBgn0035756 unc-13-4A
FBgn0020890 Su(osk)P16
FBgn0052547 CG32547
FBgn0020891 Su(osk)M26
FBgn0020892 Su(osk)K6
FBgn0038124 CG14380
FBgn0020893 Su(osk)K2
FBgn0020894 Su(osk)H1
FBgn0259198 CG42302
FBgn0038423 CG10317
FBgn0020895 Su(osk)G71
FBgn0020896 Su(osk)G28
FBgn0020897 Su(osk)G23
FBgn0020898 Su(osk)E2
FBgn0259961 CG42471
FBgn0051493 CG31493
FBgn0020899 Su(osk)D20
FBgn0020900 Su(osk)C37
FBgn0020901 Su(osk)B11
FBgn0038471 CG5220
FBgn0038796 CG10881
FBgn0020921 HnRNP-S5
FBgn0020902 Su(osk)3-O26
FBgn0020903 Su(osk)2-O26
FBgn0020914 Outspan
FBgn0020915 Ost
FBgn0020931 Est-E
FBgn0020932 Est-B
FBgn0020934 ESTS:78H7T
FBgn0052792 CG32792
FBgn0261939 robo::robo3
FBgn0033264 Nup50
FBgn0261274 Ero1L
FBgn0020935 ESTS:78F12T
FBgn0020936 ESTS:70F3T
FBgn0033737 Nup54
FBgn0052095 CG32095
FBgn0034797 nahoda
FBgn0039110 RanBP3
FBgn0000404 CycA
FBgn0020937 ESTS:56E7T
FBgn0020939 ESTS:16A7S
FBgn0043539 Obp22a
FBgn0020940 ESTS:111C3T
FBgn0021433 Dl::Ser
FBgn0021584 DdbP3
FBgn0021585 DdbP2
FBgn0021586 DdbP1
FBgn0021746 Bm
FBgn0021751 3R-C
FBgn0021753 3L-B
FBgn0021754 2R-L
FBgn0021755 2R-F
FBgn0021756 blis
FBgn0021757 bub
FBgn0021763 sim::trh
FBgn0021766 s3754
FBgn0021769 nori-6
FBgn0261919 Amph::endoA
FBgn0021770 nori-1
FBgn0021771 ms(3)P50
FBgn0021772 ms(3)P122
FBgn0085303 CG34274
FBgn0021773 ms(3)P115
FBgn0021774 ms(2)985
FBgn0021775 mmei-1
FBgn0021777 md1
FBgn0036967 CG6597
FBgn0021779 l(3)95Ca
FBgn0038472 CG3995
FBgn0021780 l(3)95Ba
FBgn0032374 CG14931
FBgn0021782 l(3)95BCc
FBgn0261921 CG8176::endoA
FBgn0021783 l(3)95BCb
FBgn0261922 CG10260
FBgn0052191 CG32191
FBgn0032375 CG14932
FBgn0021784 l(3)95BCa
FBgn0021785 l(3)02670
FBgn0021786 l(3)02624
FBgn0021788 l(2)rQ029
FBgn0031513 CG3347
FBgn0034274 CG10931
FBgn0021789 l(2)rH280
FBgn0261940 robo::lea
FBgn0021790 l(2)rAO135
FBgn0031887 CG11289
FBgn0021792 l(2)k17031
FBgn0021793 l(2)k17026
FBgn0021794 l(2)k17019b
FBgn0021797 l(2)k17003
FBgn0021798 l(2)k17002
FBgn0021799 l(2)k16919
FBgn0021804 l(2)k16805
FBgn0021805 l(2)k16801
FBgn0260483 CG32714
FBgn0021808 l(2)k16703
FBgn0021810 l(2)k16529
FBgn0021811 l(2)k16525
FBgn0021816 l(2)k16406
FBgn0034726 Mes4
FBgn0250753 exba
FBgn0021819 l(2)k16215
FBgn0021821 l(2)k16210
FBgn0021822 l(2)k16207
FBgn0021823 l(2)k16204
FBgn0021824 Adk2-44B
FBgn0021826 l(2)k16105
FBgn0021830 l(2)k16005
FBgn0021832 l(2)k15826
FBgn0021833 l(2)k15819
FBgn0021834 l(2)k15817
FBgn0021836 l(2)k15617
FBgn0021839 l(2)k15206
FBgn0021841 l(2)k14902
FBgn0021842 l(2)k14817
FBgn0021843 l(2)k14816
FBgn0021845 l(2)k14810
FBgn0021846 l(2)k14805
FBgn0021849 l(2)k14614
FBgn0021850 l(2)k14603b
FBgn0021851 l(2)k14602
FBgn0022397 HelI
FBgn0022398 Gase4
FBgn0022399 Gase3
FBgn0022400 Gase2
FBgn0022401 Gase1
FBgn0022405 Est-10
FBgn0021852 l(2)k14601
FBgn0021855 l(2)k14517
FBgn0032082 CG18088
FBgn0262017 CG42830
FBgn0261559 yar
FBgn0262018 CadN2
FBgn0259229 CG42329
FBgn0021860 l(2)k14308
FBgn0021862 l(2)k14206
FBgn0021863 l(2)k14204
FBgn0021867 l(2)k13905
FBgn0040475 SH3PX1
FBgn0021871 l(2)k13805
FBgn0036494 Toll-6
FBgn0021876 l(2)k13704
FBgn0021879 l(2)k13617
FBgn0021880 l(2)k13604
FBgn0032258 CG7456
FBgn0033721 CG13159
FBgn0031146 CG15449
FBgn0021881 l(2)k13506
FBgn0021883 l(2)k13412
FBgn0035642 CG18586
FBgn0021884 l(2)k13403
FBgn0021888 l(2)k13305
FBgn0261627 CG42710
FBgn0021891 l(2)k13211
FBgn0035765 CG8600
FBgn0016070 smg
FBgn0021894 l(2)k13116
FBgn0021896 l(2)k12914
FBgn0021899 l(2)k12701
FBgn0036352 CG14110
FBgn0033926 Arc1
FBgn0259917 CG42446
FBgn0259916 CG42445
FBgn0021900 l(2)k12502b
FBgn0021901 l(2)k12408
FBgn0021902 l(2)k12402
FBgn0021905 l(2)k12004
FBgn0021907 l(2)k11702
FBgn0021908 l(2)k11537
FBgn0021912 l(2)k11502
FBgn0021914 l(2)k11405
FBgn0021915 l(2)k11404
FBgn0025687 LKR
FBgn0021916 l(2)k11328
FBgn0021917 l(2)k11325
FBgn0021919 l(2)k11311
FBgn0021920 l(2)k11303
FBgn0021921 l(2)k11301
FBgn0021922 l(2)k11241
FBgn0021923 l(2)k11226
FBgn0021925 l(2)k11206
FBgn0021926 l(2)k11201
FBgn0021927 l(2)k11120a
FBgn0021928 l(2)k11118
FBgn0021929 l(2)k11101
FBgn0021930 l(2)k11038
FBgn0021931 l(2)k11021
FBgn0037087 CG7519
FBgn0021934 l(2)k11009
FBgn0021935 l(2)k10914
FBgn0039419 CG12290
FBgn0021936 l(2)k10825
FBgn0001227 Hsp67Ba
FBgn0021938 l(2)k10816
FBgn0021939 l(2)k10815
FBgn0259168 mnb
FBgn0021945 l(2)k10609
FBgn0021947 l(2)k10502
FBgn0021949 l(2)k10411
FBgn0021951 l(2)k10317
FBgn0021954 l(2)k10239
FBgn0021955 l(2)k10237
FBgn0029856 CR11700
FBgn0021958 l(2)k10210
FBgn0262944 CR43263
FBgn0259184 CG42288
FBgn0082582 tmod
FBgn0011764 Dsp1
FBgn0021959 l(2)k10209
FBgn0033851 CG13332
FBgn0033139 Tsp42Er
FBgn0033564 CG11919
FBgn0021960 l(2)k10127
FBgn0021961 l(2)k10113
FBgn0021962 l(2)k10111
FBgn0021965 l(2)k10105
FBgn0021966 l(2)k10103
FBgn0021968 l(2)k10012
FBgn0021970 l(2)k10004
FBgn0021971 l(2)k10003a
FBgn0021972 l(2)k10001
FBgn0021973 l(2)k09935
FBgn0021974 l(2)k09932
FBgn0021975 l(2)k09927
FBgn0038303 SIDL
FBgn0015239 Hr78
FBgn0033925 CG8617
FBgn0261698 CG42732
FBgn0021976 l(2)k09924
FBgn0021977 l(2)k09923
FBgn0021978 l(2)k09920
FBgn0021982 l(2)k09903
FBgn0021983 l(2)k09854
FBgn0021984 l(2)k09848
FBgn0021985 l(2)k09837
FBgn0021986 l(2)k09801
FBgn0021988 l(2)k09624
FBgn0085481 CG34452
FBgn0021989 l(2)k09617
FBgn0050443 Opbp
FBgn0037809 CG12818
FBgn0021991 l(2)k09613
FBgn0021992 l(2)k09610
FBgn0022132 l(2)k06402
FBgn0021993 l(2)k09601
FBgn0021996 l(2)k09501
FBgn0021998 l(2)k09328
FBgn0022001 l(2)k09318
FBgn0022002 l(2)k09314b
FBgn0061356 CG18003
FBgn0022003 l(2)k09310
FBgn0022004 l(2)k09303
FBgn0022005 l(2)k09238
FBgn0022006 l(2)k09221
FBgn0022007 l(2)k09217
FBgn0022008 l(2)k09216
FBgn0022010 l(2)k09202
FBgn0022011 l(2)k09116
FBgn0022012 l(2)k09107
FBgn0022013 l(2)k09104
FBgn0022014 l(2)k09035
FBgn0022018 l(2)k09021
FBgn0022022 l(2)k09005
FBgn0022024 l(2)k08931
FBgn0022025 l(2)k08915
FBgn0022026 l(2)k08914
FBgn0022030 l(2)k08816
FBgn0022033 l(2)k08708
FBgn0022035 l(2)k08612
FBgn0022036 l(2)k08611
FBgn0022037 l(2)k08504
FBgn0022039 l(2)k08407
FBgn0022040 l(2)k08320
FBgn0022041 l(2)k08317
FBgn0022045 l(2)k08306
FBgn0022051 l(2)k08222
FBgn0022052 l(2)k08201
FBgn0022060 l(2)k08046
FBgn0022064 l(2)k08011
FBgn0022066 l(2)k08002
FBgn0022067 l(2)k07914
FBgn0022072 l(2)k07803
FBgn0022075 l(2)k07713
FBgn0022081 l(2)k07526
FBgn0022082 l(2)k07525
FBgn0022083 l(2)k07509
FBgn0022084 l(2)k07502b
FBgn0022086 l(2)k07408
FBgn0022087 l(2)k07406
FBgn0022088 l(2)k07332
FBgn0022089 l(2)k07315
FBgn0022090 l(2)k07312b
FBgn0022091 l(2)k07308
FBgn0022093 l(2)k07245
FBgn0022094 l(2)k07237
FBgn0022095 l(2)k07219
FBgn0022096 l(2)k07215
FBgn0022098 l(2)k07204
FBgn0022099 l(2)k07136
FBgn0022101 l(2)k07127
FBgn0022111 l(2)k06917
FBgn0022102 l(2)k07126
FBgn0022103 l(2)k07118b
FBgn0022104 l(2)k07110
FBgn0022105 l(2)k07109a
FBgn0022107 l(2)k07015
FBgn0022108 l(2)k07005
FBgn0022109 l(2)k07001
FBgn0022110 l(2)k06918
FBgn0022113 l(2)k06904
FBgn0032713 CG17323
FBgn0022120 l(2)k06617
FBgn0022121 l(2)k06612
FBgn0022122 l(2)k06608b
FBgn0022124 l(2)k06506
FBgn0022126 l(2)k06502
FBgn0022128 l(2)k06416
FBgn0022129 l(2)k06409
FBgn0022130 l(2)k06408
FBgn0022137 l(2)k06327
FBgn0022138 l(2)k06324
FBgn0022140 l(2)k06205
FBgn0022141 l(2)k06204
FBgn0022143 l(2)k06113
FBgn0022144 l(2)k06107
FBgn0022146 l(2)k06021
FBgn0022147 l(2)k06019
FBgn0022148 l(2)k06006
FBgn0022150 l(2)k05911
FBgn0022154 l(2)k05816
FBgn0022156 l(2)k05812
FBgn0036850 Gem2
FBgn0262901 CR43256
FBgn0036594 CG13047
FBgn0034996 CG13575
FBgn0259740 CG42394
FBgn0022158 l(2)k05722
FBgn0022165 l(2)k05614
FBgn0022166 l(2)45Bc
FBgn0022169 l(2)k05448
FBgn0036486 Msh6
FBgn0050045 Cpr49Aa
FBgn0022173 l(2)k05421
FBgn0022174 l(2)k05420
FBgn0051116 ClC-a
FBgn0022176 l(2)k05416
FBgn0022175 l(2)k05419a
FBgn0035934 TrpA1
FBgn0036906 CG14102
FBgn0035390 scramb2
FBgn0052056 scramb1
FBgn0022177 l(2)k05404
FBgn0036291 CG10681
FBgn0035176 CG13905
FBgn0022186 l(2)k05204
FBgn0033755 ClC-b
FBgn0022188 l(2)k05125a
FBgn0022191 l(2)k05106
FBgn0028856 CG18063
FBgn0259842 Su(Ste):CR42411
FBgn0026394 Or24a
FBgn0022192 l(2)k05104
FBgn0022193 l(2)k05103
FBgn0022195 l(2)k04909b
FBgn0022197 l(2)k04810
FBgn0022203 l(2)k04512
FBgn0022205 l(2)k04308
FBgn0022207 l(2)k04222b
FBgn0035248 CG13919
FBgn0260620 2L2834
FBgn0035249 CG17249
FBgn0022210 l(2)k04003
FBgn0022211 l(2)k03906a
FBgn0262064 EG165
FBgn0022214 l(2)k03706
FBgn0022216 l(2)k03610
FBgn0022217 l(2)k03609
FBgn0022219 l(2)k03501
FBgn0022221 l(2)k03303
FBgn0034766 Obp59a
FBgn0034965 CG13568
FBgn0022222 l(2)k03205
FBgn0022223 l(2)k03204
FBgn0022225 l(2)k03201
FBgn0033313 Cirl
FBgn0022227 l(2)k03110
FBgn0022229 l(2)k03105
FBgn0022231 l(2)k03003
FBgn0261847 CG42779
FBgn0022232 l(2)k03002a
FBgn0052971 CG32971
FBgn0022234 l(2)k02802
FBgn0022235 l(2)k02605
FBgn0022236 l(2)k02520
FBgn0031115 CG11710
FBgn0051266 CG31266
FBgn0036566 ClC-c
FBgn0022239 l(2)k02505
FBgn0022240 l(2)k02501
FBgn0022241 l(2)k02206
FBgn0022242 l(2)k02205
FBgn0261592 RpS6
FBgn0261593 RpS10b
FBgn0022244 l(2)k02107a
FBgn0259183 CG42287
FBgn0036364 CG14109
FBgn0261594 M(3)93A
FBgn0022248 l(2)k01302
FBgn0261595 M(2)50E
FBgn0261596 RpS24
FBgn0261597 RpS26
FBgn0261598 M(2)31E
FBgn0022249 l(2)k01301
FBgn0022253 l(2)k01206
FBgn0085211 RpS28-like
FBgn0022255 l(2)k01103
FBgn0036361 CG10154
FBgn0022257 l(2)k01006
FBgn0261599 RpS29
FBgn0033485 RpLP0-like
FBgn0261600 M(3)98B
FBgn0022258 l(2)k00909
FBgn0022259 l(2)k00808
FBgn0022260 l(2)k00803
FBgn0022261 l(2)k00705
FBgn0015808 ScpX
FBgn0259844 Su(Ste):CR42413
FBgn0022265 l(2)k00611
FBgn0022266 l(2)k00609
FBgn0022267 l(2)k00605b
FBgn0022269 l(2)k00302
FBgn0022272 l(2)k00224
FBgn0022273 l(2)k00213
FBgn0022276 l(2)45Ai
FBgn0022277 l(2)k00107
FBgn0022279 l(2)IR4
FBgn0022280 l(2)IR30
FBgn0022282 l(2)IR24
FBgn0022284 l(2)IR12
FBgn0261601 M(1)5D6A
FBgn0022285 l(2)IR10
FBgn0022286 l(2)254
FBgn0034507 CG11192
FBgn0261602 RpL8
FBgn0261603 M(2)60B
FBgn0262966 CG43277
FBgn0261604 M(3)80F
FBgn0261605 M(2)34BC
FBgn0022287 l(2)10333
FBgn0037899 RpL24-like
FBgn0033289 CG2121
FBgn0085429 CG34400
FBgn0022289 l(2)05559b
FBgn0031955 CG14535
FBgn0022291 l(2)04518b
FBgn0022293 l(1)M95.1
FBgn0022294 l(1)M86.4
FBgn0022295 l(1)M76.3
FBgn0052187 CG32187
FBgn0022296 l(1)M52.3
FBgn0022297 l(1)M37.2
FBgn0040842 CG15212
FBgn0033686 Hen1
FBgn0022298 l(1)M123.2
FBgn0022299 l(1)M120.1
FBgn0022300 l(1)L9.8
FBgn0022301 l(1)L62.4
FBgn0022302 l(1)L60.6
FBgn0022303 l(1)L55.6
FBgn0022304 l(1)L48.3
FBgn0022305 l(1)L35.1
FBgn0022306 l(1)L25.7
FBgn0022307 l(1)L19.1
FBgn0022308 l(1)K87.2
FBgn0022309 l(1)K84.3
FBgn0022310 l(1)J67.3
FBgn0022311 l(1)J30.4
FBgn0022312 l(1)H30.1
FBgn0028550 Atf3
FBgn0022313 l(1)H22.1
FBgn0022314 l(1)D47.6
FBgn0022315 l(1)D39.5
FBgn0022316 l(1)D36.5
FBgn0261607 M(2)28DE
FBgn0261608 RpL37A
FBgn0261609 eIF-2alpha
FBgn0035198 CG9133
FBgn0022317 l(1)D10.2
FBgn0005278 Sam-S
FBgn0022318 l(1)B8.5
FBgn0022319 l(1)B74.4
FBgn0022320 l(1)B64.2
FBgn0038188 Art9
FBgn0022321 l(1)B6.1
FBgn0022322 l(1)B23.2
FBgn0022323 l(1)B22.5
FBgn0022324 l(1)B10.2
FBgn0022325 l(1)A36.3
FBgn0022326 l(1)A33.3
FBgn0022327 l(1)A27.2
FBgn0022328 l(1)A13.3
FBgn0022330 gtw
FBgn0036052 CG10809
FBgn0022331 fs(3)167
FBgn0022332 fs(3)160
FBgn0022333 f7
FBgn0022334 f4
FBgn0022335 f36
FBgn0022336 dc
FBgn0022339 brls
FBgn0022340 anon-EST:fe2F4
FBgn0022346 anon-EST:fe1F4
FBgn0022350 anon-Y
FBgn0022351 anon-25Dc
FBgn0022352 anon-25Db
FBgn0022353 anon-25Da
FBgn0022356 Taf105
FBgn0022360 Scbp
FBgn0022362 Pt-9A
FBgn0022363 Pt-9
FBgn0022364 Pt-8
FBgn0022365 Pt-7A
FBgn0022366 Pt-7
FBgn0022367 Pt-6
FBgn0022368 Pt-5
FBgn0022369 Pt-4
FBgn0022370 Pt-37
FBgn0022371 Pt-3
FBgn0022372 Pt-26
FBgn0022373 Pt-2
FBgn0262968 CR43279
FBgn0036908 CG14103
FBgn0022374 Pt-16
FBgn0022375 Pt-15A
FBgn0022376 Pt-15
FBgn0022377 Pt-13
FBgn0022378 Pt-12
FBgn0022379 Pt-11
FBgn0022380 Pt-10A
FBgn0022381 Pt-10
FBgn0262061 EG162
FBgn0022384 Nbp70
FBgn0031132 CG15450
FBgn0022387 Mpi
FBgn0022391 Lap-6
FBgn0022394 Hex2
FBgn0022395 Hex1
FBgn0022396 HelII
FBgn0028544 CG16884
FBgn0040843 CG15213
FBgn0023400 C55
FBgn0036368 CG10738
FBgn0040786 CG14104
FBgn0262062 SG13
FBgn0083952 CG34116
FBgn0023414 Acp33A
FBgn0023418 8H11
FBgn0034523 Nnf1a
FBgn0035981 CG4452
FBgn0038204 CG14357
FBgn0036195 CG6053
FBgn0262063 EG28
FBgn0262943 CR43262
FBgn0017397 how
FBgn0029720 CG3009
FBgn0035140 CG17180
FBgn0262606 CG43132
FBgn0250910 Octbeta3R
FBgn0050374 CR30374
FBgn0262607 CG43133
FBgn0033494 KCNQ
FBgn0262902 CR43257
FBgn0262945 CR43264
FBgn0034451 CG11242
FBgn0038926 CG13409
FBgn0004167 kst
FBgn0041004 CG17715
FBgn0032705 Grip71
FBgn0004838 Hrb27C
FBgn0029715 CG11444
FBgn0029712 CG15912
FBgn0029714 CG3527
FBgn0053704 CG33704
FBgn0037981 Spt3
FBgn0031875 CG3430
FBgn0030004 CG10958
FBgn0030005 CG2120
FBgn0031877 CG10399
FBgn0054054 CG34054
FBgn0022406 ESTS:90G3T
FBgn0022407 ESTS:159E11S
FBgn0050026 CG30026
FBgn0039331 CG11913
FBgn0003660 Syb
FBgn0030676 CG12379
FBgn0039538 CG12883
FBgn0032251 CG13142
FBgn0037540 Pbp95
FBgn0035921 CG13305
FBgn0037543 CG10903
FBgn0039413 CG14556
FBgn0022620 Dip-3
FBgn0022621 Dip-2
FBgn0022622 Dip-1
FBgn0022625 Dia7
FBgn0022626 Dia6
FBgn0022665 Dep4
FBgn0022666 Dep3
FBgn0022667 Dep2
FBgn0022704 Ca-3
FBgn0022705 Ca-2
FBgn0022706 Ca-1
FBgn0022707 Agi
FBgn0022711 61bis
FBgn0022712 406
FBgn0022713 2Ab17
FBgn0022714 22w
FBgn0022715 19w
FBgn0022716 alpha-Man-4
FBgn0022717 alpha-Glu-4
FBgn0022718 alpha-Glu-3
FBgn0022719 alpha-Glu-2
FBgn0022721 sour-grapes
FBgn0022725 p22
FBgn0029713 CG11436
FBgn0034368 CG5482
FBgn0029711 Usf
FBgn0022726 milo
FBgn0022728 l(3)GPMG-30
FBgn0022729 l(2)PGM-45
FBgn0022730 l(2)PGM-21
FBgn0022731 l(2)GPMG-6
FBgn0022732 l(2)GPMG-18
FBgn0022733 l(2)GPMG-14
FBgn0022734 l(1)3Ai
FBgn0022735 hypnos-3
FBgn0022737 en::sr
FBgn0037541 CG2747
FBgn0050089 CG30089
FBgn0022738 cnr
FBgn0022739 btl::Egfr
FBgn0022742 anon-UJB6
FBgn0022743 anon-UJ4c
FBgn0022744 anon-J7
FBgn0022745 anon-J1b
FBgn0022746 anon-H2
FBgn0022747 anon-E9
FBgn0022748 anon-E8
FBgn0022749 anon-E1
FBgn0022750 anon-D2b
FBgn0022751 anon-B3
FBgn0022752 anon-A1
FBgn0000566 Eip55E
FBgn0022753 anon-4Bd
FBgn0022754 amputee
FBgn0022757 Wmc5
FBgn0022758 Wmc4
FBgn0022759 Wmc3
FBgn0022760 Wmc2
FBgn0022765 Scf
FBgn0022780 Hypnos-1
FBgn0031876 Atac1
FBgn0022803 GlyS
FBgn0035751 CG14829
FBgn0003060 CG9757
FBgn0022805 Fas
FBgn0022806 E(var)19
FBgn0260643 CG42535
FBgn0260644 CG42536
FBgn0036259 CG9760
FBgn0054001 CG34001
FBgn0001179 hay
FBgn0010412 RpS19a
FBgn0036875 CG9449
FBgn0038639 CG7705
FBgn0087041 CG42231
FBgn0022807 E(faf)bE365
FBgn0022809 E(faf)bE184
FBgn0022810 E(faf)bE160
FBgn0022811 E(faf)E337
FBgn0022812 E(faf)E306
FBgn0022813 E(faf)E263
FBgn0022814 E(faf)E254
FBgn0022815 E(faf)E1051
FBgn0022934 DR
FBgn0022945 CFDD
FBgn0022951 36w
FBgn0022961 tardiness
FBgn0022962 spongecake
FBgn0022963 splinter
FBgn0022965 snRNPF
FBgn0022967 snRNPD-U
FBgn0022968 snRNPD-L
FBgn0022970 snRNPA
FBgn0022971 snRNP54K
FBgn0022972 snRNP42K
FBgn0022973 snRNP200K
FBgn0022974 snRNP120K
FBgn0022975 snRNP105K
FBgn0022976 shoc
FBgn0022977 rrpD
FBgn0022978 rrpC
FBgn0022979 rrpB
FBgn0022980 rrpA
FBgn0022982 retx
FBgn0022990 p94
FBgn0022993 ors
FBgn0022994 opt
FBgn0022995 ned
FBgn0022997 nAcR-69
FBgn0022998 nAcR-66
FBgn0022999 nAcR-61
FBgn0023002 laph
FBgn0023003 l(4)K-2
FBgn0023004 l(3)s9999
FBgn0023007 l(3)S113105
FBgn0023008 l(3)S104101
FBgn0023009 l(3)S101804
FBgn0023010 l(3)S074205
FBgn0023015 l(3)S029910
FBgn0023021 l(3)S001407b
FBgn0023022 l(3)A215.1M3
FBgn0023024 l(3)82Ca
FBgn0023025 l(2)KN13
FBgn0023026 l(2)FZ13
FBgn0023027 l(2)CA8
FBgn0023028 l(2)CA5
FBgn0023029 l(2)CA2
FBgn0023030 l(2)C43
FBgn0023033 l(2)46Ej
FBgn0023034 l(2)46Ei
FBgn0023035 l(2)46Eh
FBgn0023036 l(2)46Eg
FBgn0023039 l(2)46Ed
FBgn0023040 l(2)46Ec
FBgn0023041 l(2)46Eb
FBgn0023042 l(2)46Ea
FBgn0023044 l(1)5-39-1
FBgn0023045 l(1)3Bg
FBgn0023046 l(1)3Aq
FBgn0023047 l(1)3Ap
FBgn0023048 l(1)3Ao
FBgn0023049 l(1)3An
FBgn0023050 l(1)3Am
FBgn0023051 l(1)3Al
FBgn0023052 l(1)3Ak
FBgn0023053 l(1)3Aj
FBgn0023054 l(1)3ABb
FBgn0023055 l(1)3ABa
FBgn0023056 l(1)2Fg
FBgn0023057 l(1)2Ff
FBgn0023058 l(1)2Ed
